transport_type_cumulative_usage.values0,transport_type_cumulative_usage.values1,transport_type_cumulative_usage.values2,transport_type_cumulative_usage.values3,transport_type_cumulative_usage.values4
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
255,786,692,150,201
0,0,1,0,0
0,8,1,2,0
1,13,3,3,0
1,19,6,3,0
1,23,6,4,0
1,25,12,6,0
2,25,13,6,0
3,35,24,6,3
3,53,40,7,8
6,63,64,7,11
6,76,78,7,16
6,88,91,7,18
6,88,91,7,18
6,88,91,7,18
6,88,91,7,18
6,88,91,7,18
6,88,91,7,18
6,88,91,7,18
7,90,94,7,18
7,108,106,8,23
10,121,121,8,27
11,141,140,9,34
11,156,148,10,39
12,174,160,12,42
12,174,160,12,42
12,174,160,12,42
12,174,160,12,42
12,174,160,12,42
12,174,160,12,42
12,174,160,12,42
12,174,160,12,43
12,176,165,13,45
16,178,167,15,50
17,180,170,17,51
17,183,171,19,54
17,186,174,19,56
17,186,174,19,56
21,188,181,20,61
24,191,185,21,64
28,193,189,21,68
30,197,197,24,70
33,203,210,28,71
33,203,210,28,71
33,203,210,28,71
33,203,210,28,71
33,203,210,28,71
33,203,210,28,71
33,203,210,28,71
33,204,210,28,71
33,206,213,29,71
33,215,214,30,71
33,219,216,30,71
33,224,218,30,71
33,233,221,30,71
33,233,223,31,72
33,238,229,31,77
33,238,236,36,81
33,243,238,42,85
33,251,250,44,89
34,254,256,46,92
35,257,256,46,92
47,289,276,47,96
52,322,287,49,101
55,339,302,51,104
66,358,315,54,110
76,387,328,54,113
76,387,328,54,113
76,387,328,54,113
76,387,328,54,113
76,387,328,54,113
76,387,328,54,113
76,387,328,54,113
76,387,328,54,113
78,389,334,54,114
79,392,340,54,115
81,392,353,54,117
82,393,361,54,118
82,394,369,54,119
82,394,369,54,119
82,394,369,54,119
82,394,369,54,119
82,394,369,54,119
82,394,369,54,119
82,394,369,54,119
82,398,373,54,120
95,429,390,54,127
122,448,408,55,134
136,477,428,62,145
151,503,457,62,154
167,536,481,69,156
168,538,485,70,157
179,568,519,76,166
191,620,551,86,172
209,651,585,96,177
220,679,622,102,183
234,722,657,112,186
234,722,657,112,186
236,723,670,120,188
242,726,678,125,189
249,733,692,131,190
256,735,704,133,191
262,738,715,137,192
263,739,715,137,192
263,742,720,138,192
263,746,726,138,192
263,754,728,138,192
263,758,729,138,193
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
263,760,731,138,194
0,0,1,0,0
0,9,1,2,0
1,14,3,3,0
1,20,6,3,0
1,24,6,5,0
1,26,12,7,0
2,26,13,7,0
3,36,24,7,3
3,52,42,8,8
6,62,66,8,11
6,75,81,8,15
6,88,93,8,17
6,88,93,8,17
6,88,93,8,17
6,88,93,8,17
6,88,93,8,17
6,88,93,8,17
6,88,93,8,17
7,90,96,8,17
7,108,108,9,22
10,122,122,9,26
11,141,142,10,33
11,156,150,11,38
12,173,163,13,41
12,173,163,13,41
12,173,163,13,41
12,173,163,13,41
12,173,163,13,41
12,173,163,13,41
12,173,163,13,41
12,173,163,13,42
13,175,168,13,44
15,177,170,15,49
16,179,173,17,50
16,182,174,19,53
17,185,177,19,54
17,185,177,19,54
19,188,183,23,58
20,192,186,28,60
21,194,190,30,64
23,198,198,34,66
25,203,212,38,68
25,203,212,38,68
25,203,212,38,68
25,203,212,38,68
25,203,212,38,68
25,203,212,38,68
25,203,212,38,68
25,204,212,38,68
25,206,215,39,68
25,215,216,40,68
25,219,218,40,68
25,224,220,40,68
25,233,223,40,68
25,233,225,40,69
25,238,231,40,75
25,239,237,42,79
25,244,239,44,82
25,252,251,45,85
26,255,257,47,88
27,258,257,47,88
37,290,277,47,95
42,323,288,49,100
45,340,303,51,103
57,359,316,53,109
67,388,329,53,112
67,388,329,53,112
67,388,329,53,112
67,388,329,53,112
67,388,329,53,112
67,388,329,53,112
67,388,329,53,112
67,388,329,53,112
69,389,336,53,113
70,392,342,53,114
72,392,355,53,116
73,393,363,53,117
73,393,372,53,118
73,393,372,53,118
73,393,372,53,118
73,393,372,53,118
73,393,372,53,118
73,393,372,53,118
73,393,372,53,118
73,397,376,53,119
86,428,393,55,125
113,447,411,57,133
126,475,432,63,146
140,502,460,65,155
156,536,483,73,159
158,538,487,74,159
172,568,521,81,165
183,621,552,90,174
204,652,586,100,177
213,681,622,105,185
228,724,657,117,190
228,724,657,117,190
232,725,670,122,192
237,727,679,126,193
245,734,693,133,193
250,737,704,137,194
254,740,715,142,196
254,741,715,142,197
254,744,720,142,198
254,748,726,142,198
254,756,728,142,199
254,760,729,142,200
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
254,762,731,142,201
0,0,1,0,0
0,9,1,2,0
1,14,3,3,0
1,20,6,3,0
1,24,6,4,0
1,26,12,6,0
2,26,13,6,0
3,36,24,6,3
3,52,42,7,8
6,63,66,7,10
6,76,81,7,15
6,89,93,7,17
6,89,93,7,17
6,89,93,7,17
6,89,93,7,17
6,89,93,7,17
6,89,93,7,17
6,89,93,7,17
7,91,96,7,17
7,109,108,8,22
10,124,122,8,25
11,143,142,9,32
11,158,150,10,36
12,175,163,12,39
12,175,163,12,39
12,175,163,12,39
12,175,163,12,39
12,175,163,12,39
12,175,163,12,39
12,175,163,12,39
12,175,163,12,40
12,177,168,13,43
15,179,170,17,48
15,181,173,20,49
16,184,174,21,51
16,187,177,21,52
16,187,177,21,52
18,190,183,26,55
19,193,188,28,57
20,195,192,28,62
22,199,200,30,65
25,204,215,33,66
25,204,215,33,66
25,204,215,33,66
25,204,215,33,66
25,204,215,33,66
25,204,215,33,66
25,204,215,33,66
25,205,215,33,66
25,207,218,34,66
25,216,219,35,66
25,220,221,35,66
25,225,223,35,66
25,234,226,35,66
25,234,228,35,67
25,239,235,35,72
25,240,241,38,75
25,245,243,43,78
25,252,257,44,82
25,255,263,46,85
26,258,263,46,85
37,290,283,46,91
42,323,294,47,97
45,340,309,49,100
56,359,322,52,106
66,388,335,52,110
66,388,335,52,110
66,388,335,52,110
66,388,335,52,110
66,388,335,52,110
66,388,335,52,110
66,388,335,52,110
66,388,335,52,110
68,389,342,52,111
69,392,348,52,112
71,392,361,52,114
72,393,369,52,115
72,393,378,52,116
72,393,378,52,116
72,393,378,52,116
72,393,378,52,116
72,393,378,52,116
72,393,378,52,116
72,393,378,52,116
72,397,382,52,117
85,428,399,52,124
113,447,417,53,131
126,475,439,57,146
141,502,468,57,154
157,535,492,63,158
159,537,496,64,158
172,567,531,71,166
187,620,563,78,172
207,651,597,87,176
219,680,634,91,181
230,723,669,106,185
230,723,669,106,185
234,724,682,112,187
240,726,691,115,190
245,733,705,124,190
251,736,716,125,192
256,739,728,129,193
257,740,728,129,193
257,743,733,130,193
257,747,739,130,193
257,755,741,130,194
257,759,742,131,194
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
257,761,744,131,195
0,0,1,0,0
0,9,1,2,0
1,14,3,3,0
1,20,6,3,0
1,24,6,5,0
1,26,12,7,0
2,26,13,7,0
3,36,24,7,3
3,52,42,8,8
6,62,67,8,10
6,75,82,8,14
6,88,94,8,16
6,88,94,8,16
6,88,94,8,16
6,88,94,8,16
6,88,94,8,16
6,88,94,8,16
6,88,94,8,16
7,90,97,8,16
7,108,109,9,21
10,122,124,9,24
11,141,144,10,31
11,156,152,11,37
12,173,165,13,40
12,173,165,13,40
12,173,165,13,40
12,173,165,13,40
12,173,165,13,40
12,173,165,13,40
12,173,165,13,40
12,173,165,13,41
13,175,170,13,44
15,177,172,15,50
15,179,175,18,51
15,182,176,20,53
16,185,179,20,54
16,185,179,20,54
18,187,186,23,59
21,191,190,26,60
22,193,194,26,65
26,197,202,28,67
29,202,217,31,68
29,202,217,31,68
29,202,217,31,68
29,202,217,31,68
29,202,217,31,68
29,202,217,31,68
29,202,217,31,68
29,203,217,31,68
29,205,220,32,68
29,214,221,33,68
29,218,223,33,68
29,223,225,33,68
29,232,228,33,68
29,232,230,34,69
29,237,237,34,74
29,237,244,38,79
29,242,246,40,82
29,250,259,41,86
30,253,265,43,89
31,256,265,43,89
42,288,285,43,95
47,321,296,44,101
50,338,311,47,103
62,357,324,50,108
72,386,337,50,112
72,386,337,50,112
72,386,337,50,112
72,386,337,50,112
72,386,337,50,112
72,386,337,50,112
72,386,337,50,112
72,386,337,50,112
74,387,344,50,113
75,390,350,50,114
77,390,363,50,116
78,391,371,50,117
78,391,380,50,118
78,391,380,50,118
78,391,380,50,118
78,391,380,50,118
78,391,380,50,118
78,391,380,50,118
78,391,380,50,118
78,395,384,50,119
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,53,23,8,10
5,65,31,8,12
5,79,41,8,19
5,94,50,8,22
8,101,62,8,29
8,101,62,8,29
8,101,62,8,29
8,101,62,8,29
8,101,62,8,29
8,101,62,8,29
8,101,62,8,29
9,102,62,8,29
10,124,79,9,34
10,141,84,9,39
10,153,92,10,44
11,167,100,10,54
12,183,108,10,57
12,183,108,10,57
12,183,108,10,57
12,183,108,10,57
12,183,108,10,57
12,183,108,10,57
12,183,108,10,57
12,183,108,10,57
14,186,110,10,61
14,189,116,10,61
15,191,121,11,62
15,192,123,13,63
16,196,125,14,65
16,197,128,14,66
19,199,134,16,67
24,208,143,18,69
27,211,149,21,71
31,216,159,27,73
35,218,166,29,74
35,218,166,29,74
35,218,166,29,74
35,218,166,29,74
35,218,166,29,74
35,218,166,29,74
35,218,166,29,74
35,220,166,30,74
35,229,169,30,74
35,232,172,31,74
35,240,173,32,74
35,250,174,32,74
35,257,180,32,74
35,257,182,32,74
36,263,191,35,78
37,265,200,36,81
40,270,204,39,83
41,277,213,43,85
41,280,220,43,88
43,283,221,43,92
54,301,234,43,95
61,313,248,44,103
69,338,259,53,108
79,366,276,55,113
94,390,289,57,115
94,390,289,57,115
94,390,289,57,115
94,390,289,57,115
94,390,289,57,115
94,390,289,57,115
94,390,289,57,115
94,390,289,57,115
95,392,293,57,118
96,394,298,57,122
98,396,301,57,125
98,402,306,57,126
98,406,308,57,127
98,406,308,57,127
98,406,308,57,127
98,406,308,57,127
98,406,308,57,127
98,406,308,57,127
98,406,308,57,127
101,408,310,57,128
118,449,348,60,136
132,472,373,68,146
152,496,396,72,149
168,517,411,78,160
187,536,433,81,164
189,540,434,81,164
205,577,462,90,169
218,619,490,98,176
238,650,526,106,184
252,684,551,114,197
266,714,581,118,205
266,715,581,118,205
275,720,592,123,206
284,724,596,129,209
292,729,606,133,212
302,733,618,137,214
306,738,629,144,215
306,738,629,144,216
306,741,633,145,216
307,747,635,147,216
307,751,638,147,217
307,755,640,148,217
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
308,761,650,148,219
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,53,25,8,8
5,64,34,8,9
6,75,48,8,13
6,88,59,8,16
8,94,72,8,21
8,94,72,8,21
8,94,72,8,21
8,94,72,8,21
8,94,72,8,21
8,94,72,8,21
8,94,72,8,21
9,95,72,8,21
11,114,91,8,25
11,132,96,8,28
11,143,106,9,32
12,158,115,9,41
13,169,128,9,43
13,169,128,9,43
13,169,128,9,43
13,169,128,9,43
13,169,128,9,43
13,169,128,9,43
13,169,128,9,43
13,169,128,9,43
14,172,130,9,47
14,175,136,11,47
16,177,141,13,48
17,178,143,15,49
17,182,145,19,51
17,183,148,20,51
19,186,154,21,52
20,193,162,27,54
22,196,167,32,55
26,202,177,36,57
29,204,185,38,58
29,204,185,38,58
29,204,185,38,58
29,204,185,38,58
29,204,185,38,58
29,204,185,38,58
29,204,185,38,58
29,206,185,39,58
29,215,188,39,58
29,218,191,39,58
29,226,192,40,58
29,236,193,40,58
29,243,199,40,58
29,243,201,40,58
30,249,211,41,61
31,251,219,41,64
32,255,224,43,67
33,263,233,47,69
33,266,240,47,71
35,269,241,47,75
46,287,254,47,78
53,299,268,47,87
62,324,279,53,95
72,352,296,55,100
87,376,309,56,103
87,376,309,56,103
87,376,309,56,103
87,376,309,56,103
87,376,309,56,103
87,376,309,56,103
87,376,309,56,103
87,376,309,56,103
88,378,314,56,105
89,380,321,56,107
91,380,326,56,110
92,382,334,56,111
92,383,339,56,112
92,383,339,56,112
92,383,339,56,112
92,383,339,56,112
92,383,339,56,112
92,383,339,56,112
92,383,339,56,112
95,385,341,56,113
113,427,376,60,122
127,450,401,65,134
147,474,424,67,137
163,496,438,72,148
182,515,460,75,153
184,519,461,75,153
203,555,492,82,156
215,596,521,90,164
234,625,559,100,172
250,658,584,111,182
267,689,614,114,190
267,690,614,114,190
274,696,625,122,190
282,699,631,130,191
285,701,644,138,195
289,703,658,147,198
292,706,671,155,199
292,706,671,155,199
292,709,675,155,199
293,715,677,157,199
293,719,680,157,200
293,723,682,158,200
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
294,729,692,158,202
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,91,76,8,19
8,91,76,8,19
8,91,76,8,19
8,91,76,8,19
8,91,76,8,19
8,91,76,8,19
8,91,76,8,19
9,92,76,8,19
11,111,95,9,23
11,128,101,9,26
11,138,112,10,30
12,151,123,10,39
13,163,136,10,40
13,163,136,10,40
13,163,136,10,40
13,163,136,10,40
13,163,136,10,40
13,163,136,10,40
13,163,136,10,40
13,163,136,10,40
14,166,138,10,44
14,169,144,11,44
16,171,149,12,45
17,172,151,14,46
19,176,153,16,48
20,177,156,16,48
22,180,162,18,49
26,188,171,22,50
28,192,176,26,52
30,198,186,33,53
34,200,194,34,54
34,200,194,34,54
34,200,194,34,54
34,200,194,34,54
34,200,194,34,54
34,200,194,34,54
34,200,194,34,54
34,202,194,35,54
34,211,197,35,54
34,214,200,35,54
34,222,201,36,54
34,232,202,36,54
34,239,208,36,54
34,239,210,36,54
34,245,221,38,57
34,247,229,39,61
36,253,234,40,63
37,261,243,45,64
37,264,250,45,67
39,267,251,45,71
50,285,264,45,74
57,297,278,45,83
64,322,289,50,93
74,350,306,53,97
89,374,319,54,100
89,374,319,54,100
89,374,319,54,100
89,374,319,54,100
89,374,319,54,100
89,374,319,54,100
89,374,319,54,100
89,374,319,54,100
90,375,325,54,102
91,375,334,54,104
93,376,339,54,106
94,378,347,54,107
94,379,352,54,108
94,379,352,54,108
94,379,352,54,108
94,379,352,54,108
94,379,352,54,108
94,379,352,54,108
94,379,352,54,108
97,381,354,54,109
115,422,390,56,119
130,445,415,63,130
150,469,438,67,133
166,491,452,71,144
185,511,474,73,149
187,515,475,73,149
204,549,508,82,153
216,589,539,92,159
233,618,577,104,169
250,651,602,109,179
264,682,633,116,185
264,683,633,116,185
271,690,644,122,186
279,693,650,130,187
284,695,663,136,191
292,698,677,142,192
297,702,690,148,193
297,702,690,148,193
297,705,694,149,193
298,711,696,152,193
298,715,699,152,194
298,719,701,153,194
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
299,725,711,153,196
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
9,91,77,8,19
11,110,96,8,23
11,127,102,8,26
11,137,113,9,30
12,151,124,9,38
13,162,138,9,39
13,162,138,9,39
13,162,138,9,39
13,162,138,9,39
13,162,138,9,39
13,162,138,9,39
13,162,138,9,39
13,162,138,9,39
15,165,140,9,43
15,168,146,10,43
16,170,151,13,44
17,171,153,16,45
17,175,155,20,47
18,176,158,20,47
19,179,164,21,48
21,188,172,27,49
23,192,177,31,50
26,198,187,34,54
26,200,195,38,55
26,200,195,38,55
26,200,195,38,55
26,200,195,38,55
26,200,195,38,55
26,200,195,38,55
26,200,195,38,55
26,202,195,39,55
26,211,198,39,55
26,214,201,39,55
26,222,202,40,55
26,232,203,40,55
26,239,209,40,55
26,239,211,40,55
26,246,221,41,58
26,248,229,41,62
27,254,234,42,64
28,262,243,44,66
28,265,250,45,67
30,268,251,45,71
41,286,264,45,74
48,298,278,45,83
57,323,289,50,92
67,351,306,52,97
82,375,319,53,100
82,375,319,53,100
82,375,319,53,100
82,375,319,53,100
82,375,319,53,100
82,375,319,53,100
82,375,319,53,100
82,375,319,53,100
83,376,325,53,102
84,377,334,53,103
86,377,340,53,105
87,379,348,53,106
87,380,353,53,107
87,380,353,53,107
87,380,353,53,107
87,380,353,53,107
87,380,353,53,107
87,380,353,53,107
87,380,353,53,107
90,382,355,53,108
109,424,390,56,116
124,447,415,61,129
144,471,438,63,132
160,493,453,69,142
179,513,475,70,149
181,517,476,70,149
202,551,509,74,153
215,590,542,81,161
233,620,580,90,170
249,653,605,98,181
262,685,635,105,190
262,686,636,105,190
270,692,648,111,190
275,695,654,122,191
283,697,667,125,195
287,700,681,134,197
290,705,694,140,197
290,705,694,140,197
290,708,698,141,197
291,714,700,143,197
291,718,703,144,198
291,722,705,145,198
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
292,728,715,145,200
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
9,91,77,8,19
11,110,96,9,24
11,127,102,9,27
11,137,113,10,31
12,150,125,10,39
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
14,164,141,12,44
14,167,147,12,45
15,169,152,13,46
16,170,154,15,47
19,174,156,16,49
19,175,159,16,50
19,178,166,19,51
22,187,174,23,54
26,191,179,25,56
30,198,188,30,58
33,200,196,30,59
33,200,196,30,59
33,200,196,30,59
33,200,196,30,59
33,200,196,30,59
33,200,196,30,59
33,200,196,30,59
33,202,196,31,59
33,211,199,31,59
33,214,202,31,59
33,222,203,32,59
33,232,204,32,59
33,239,210,32,59
33,239,212,32,59
33,246,223,33,63
35,248,231,34,66
35,254,236,35,67
36,262,245,40,69
36,266,251,40,72
38,269,252,40,76
49,287,265,40,79
56,299,279,40,88
65,324,290,46,94
75,352,307,48,99
90,376,320,49,102
90,376,320,49,102
90,376,320,49,102
90,376,320,49,102
90,376,320,49,102
90,376,320,49,102
90,376,320,49,102
90,376,320,49,102
91,377,326,49,104
92,377,336,49,105
94,377,342,49,107
95,379,350,49,108
95,380,355,49,109
95,380,355,49,109
95,380,355,49,109
95,380,355,49,109
95,380,355,49,109
95,380,355,49,109
95,380,355,49,109
98,382,357,49,110
116,424,392,52,119
130,447,417,57,132
149,471,440,63,135
166,493,455,69,146
185,513,477,72,151
187,517,478,72,151
203,551,511,81,153
214,590,544,89,160
230,619,583,103,168
246,653,607,111,179
262,685,637,118,186
262,686,638,118,186
268,692,650,125,187
278,695,656,133,187
285,697,669,138,190
293,701,682,144,191
297,705,696,150,191
297,705,696,150,191
297,708,700,151,191
298,714,702,153,191
298,718,705,153,192
298,722,707,154,192
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
298,728,717,154,194
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
9,91,77,8,20
11,110,96,8,25
11,127,102,8,28
11,137,113,9,31
12,150,125,9,39
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
15,164,141,10,44
15,167,147,10,45
16,169,152,11,46
17,170,154,13,47
20,174,156,16,49
21,175,159,16,49
22,178,166,18,50
22,188,174,24,53
23,192,180,29,54
27,198,190,33,55
30,200,198,34,56
30,200,198,34,56
30,200,198,34,56
30,200,198,34,56
30,200,198,34,56
30,200,198,34,56
30,200,198,34,56
30,202,198,35,56
30,211,201,35,56
30,214,204,35,56
30,222,205,36,56
30,232,206,36,56
30,239,212,36,56
30,239,214,36,56
30,247,225,37,58
31,248,235,37,60
32,254,240,39,61
33,262,249,42,64
33,266,255,42,67
35,269,256,42,71
46,287,269,42,74
53,299,283,42,83
62,324,294,48,91
72,352,311,50,96
87,376,324,51,99
87,376,324,51,99
87,376,324,51,99
87,376,324,51,99
87,376,324,51,99
87,376,324,51,99
87,376,324,51,99
87,376,324,51,99
88,377,330,51,101
89,377,340,51,102
91,377,346,51,104
92,379,354,51,105
92,380,359,51,106
92,380,359,51,106
92,380,359,51,106
92,380,359,51,106
92,380,359,51,106
92,380,359,51,106
92,380,359,51,106
95,382,361,51,107
113,423,397,53,118
127,447,422,57,130
147,471,446,59,132
164,493,461,65,141
