id;the_geom;TYPE;Usage;Scale;Category
Buildings.1870;MULTIPOLYGON (((767297.0719627748 2956697.597032814, 767298.428915443 2956694.6547814766, 767299.7579810342 2956695.2679692134, 767301.8931473655 2956690.6380572254, 767302.4121751925 2956689.51273139, 767305.8691892783 2956682.0160272284, 767307.2537009422 2956679.0137366345, 767307.5529129354 2956678.365115893, 767306.2235192825 2956677.75225623, 767311.7566446959 2956665.753592565, 767312.0076284403 2956665.209302294, 767316.9374086127 2956654.518706887, 767318.2668022801 2956655.131566555, 767320.5804459475 2956650.114188155, 767324.2756485187 2956642.101408902, 767325.4236121029 2956639.611912564, 767325.7569447767 2956638.8888168857, 767324.4275511061 2956638.275957227, 767326.3638989468 2956634.0774748037, 767328.9944711038 2956628.3724337164, 767333.8225454409 2956617.902638387, 767332.0768140275 2956617.0978499753, 767335.6926204434 2956609.25665831, 767338.3264734469 2956603.5453836443, 767339.9770606894 2956599.966322559, 767341.345168188 2956600.597226812, 767342.3330271103 2956598.455170721, 767343.5367648599 2956595.8449397217, 767347.1355109353 2956588.0408214782, 767347.9019136132 2956586.379407474, 767348.9550611079 2956584.0956193884, 767347.5866255327 2956583.4643870564, 767348.1118869501 2956582.325609796, 767350.7434433559 2956576.6192563977, 767355.5793916903 2956566.1324007236, 767358.2191501855 2956560.4073465588, 767358.2667222768 2956560.304328395, 767359.635157854 2956560.935232639, 767361.6200620247 2956556.6311073834, 767361.6492614438 2956556.567787301, 767365.8703816077 2956547.414262309, 767365.976352528 2956547.1846039714, 767367.3677539371 2956544.1668934743, 767365.9993183617 2956543.535989226, 767367.7447216966 2956539.7515479806, 767370.3756219437 2956534.0461788, 767374.1774516109 2956525.802100806, 767375.500939772 2956526.41233581, 767381.3175291857 2956513.7991720643, 767383.9484294344 2956508.0938028977, 767384.7377979475 2956506.381535976, 767385.7574809337 2956506.851679399, 767387.5061651041 2956503.059692223, 767390.9848326881 2956495.5164002352, 767393.3181613529 2956490.4560428867, 767392.2988064428 2956489.9858994777, 767396.5612651124 2956480.7428077296, 767399.1918372817 2956475.0384228043, 767402.4533136927 2956467.965602313, 767402.8716199412 2956467.058123808, 767403.854557604 2956467.511206896, 767406.0143301955 2956462.827817304, 767410.2029701021 2956453.7448302186, 767411.5425343523 2956450.839652308, 767410.5595966872 2956450.3865692336, 767412.4765876086 2956446.2297533876, 767415.1196269385 2956440.49846564, 767419.8161398633 2956430.313774716, 767380.2112321863 2956412.0503598168, 767379.5304592703 2956413.52640672, 767369.4858599456 2956435.3081873, 767368.1810725176 2956438.1379060606, 767337.7024589496 2956504.2312778058, 767336.6755581046 2956503.7578535476, 767290.6326711914 2956603.602798227, 767292.7373257721 2956604.5732687316, 767273.3515377782 2956646.6118985587, 767265.4073279372 2956663.8392263106, 767260.8013660316 2956673.8270672187, 767255.6596440217 2956684.976979319, 767252.2623411128 2956692.344418638, 767250.2557834395 2956696.695459813, 767269.6238549368 2956705.626872388, 767289.2051806155 2956714.6567099625, 767294.4315481028 2956703.3233992998, 767297.0719627748 2956697.597032814)));BLDG;R;S;Uni
Buildings.1871;MULTIPOLYGON (((766212.8854828619 2956689.3175218063, 766233.4536831982 2956644.122730314, 766238.9369399416 2956632.074197973, 766248.6035872694 2956610.8334268057, 766249.5602782838 2956608.731396893, 766248.4018160255 2956608.20416697, 766247.6875786043 2956607.8790364005, 766242.7440189427 2956605.629368971, 766244.4641598603 2956601.8498489745, 766245.828330353 2956598.8521515504, 766257.9949726915 2956572.1189373075, 766249.21808736 2956568.1245227233, 766230.2483090323 2956559.491337895, 766229.8099896926 2956560.4545905516, 766228.7847292739 2956559.988056057, 766179.4587124452 2956537.5392820523, 766156.8022616968 2956527.228279052, 766157.5253573651 2956525.6390433908, 766137.5385206954 2956516.5429329732, 766128.0720042012 2956512.234542636, 766104.8368144478 2956501.6600887305, 766104.1288106133 2956501.3379108887, 766038.3349789382 2956645.9075036473, 766038.118115857 2956646.3838806483, 766069.882159949 2956660.8398884637, 766069.2099171877 2956662.3169196364, 766090.6678795234 2956672.0826481422, 766091.6294917765 2956669.969463394, 766164.8248834462 2956703.281076564, 766164.3800024393 2956704.2587648877, 766198.9298021069 2956719.982158639, 766203.1000693581 2956710.8191192294, 766210.2096351981 2956695.197103233, 766212.8854828619 2956689.3175218063)));BLDG;O;M;Uni
Buildings.1872;MULTIPOLYGON (((768241.9931571762 2957195.7490423876, 768241.7053855752 2957174.7714062072, 768240.4515460748 2957141.478258477, 768236.3033653789 2957087.3246659543, 768212.949199455 2957086.207174747, 768190.4097038121 2957087.167514034, 768160.7406031115 2957089.7939261603, 768128.587045333 2957095.2116843625, 768130.4027110246 2957123.3703944674, 768133.086918254 2957149.8844097243, 768134.7660093916 2957172.6576318773, 768138.7899645768 2957205.9673159514, 768155.3217425136 2957205.715413557, 768169.6660576839 2957204.892213103, 768184.4027998456 2957201.997310731, 768216.4176177428 2957198.771109821, 768241.9931571762 2957195.7490423876)));BLDG;O;M;Uni
Buildings.1873;MULTIPOLYGON (((767448.9282863606 2956749.5536218104, 767453.3042618637 2956739.9007539786, 767453.9532106966 2956740.1950447187, 767461.1257685281 2956724.373882141, 767460.4768196951 2956724.079591391, 767464.7074542796 2956714.7475890485, 767467.0092869422 2956709.6704994673, 767478.8570322704 2956683.5360373086, 767477.8596589431 2956683.083610383, 767488.2697431165 2956660.1213859734, 767490.5745285309 2956655.0374066373, 767493.0509015333 2956649.5751472246, 767494.6411214467 2956646.0672802315, 767495.2178919471 2956646.3287626314, 767497.2277304371 2956641.896028728, 767497.4199872763 2956641.4714888856, 767497.4235961883 2956641.462630639, 767497.4354071929 2956641.4357278026, 767497.4495147762 2956641.4045598935, 767497.4665751021 2956641.3668303043, 767497.4872443521 2956641.3212267333, 767497.5098821062 2956641.2707018903, 767497.535144522 2956641.2152558044, 767497.5623754411 2956641.1545603806, 767497.5912467699 2956641.0905841403, 767497.6247112748 2956641.018405807, 767497.6496456106 2956640.964600147, 767500.4380258615 2956634.8143499726, 767500.4636163575 2956634.7585758115, 767500.49412811 2956634.691646815, 767500.5279206927 2956634.6174999755, 767500.5600728547 2956634.5466339714, 767500.5945216131 2956634.470846733, 767500.6302826857 2956634.392434803, 767500.6666999474 2956634.312382469, 767500.7034452718 2956634.2300335597, 767500.7437995223 2956634.1411229745, 767500.7861222769 2956634.0466349646, 767500.7982613589 2956634.0194040486, 767500.9613187783 2956633.6598247294, 767502.8025224371 2956629.598809228, 767502.2254238568 2956629.3373268046, 767504.2159054445 2956624.9465875626, 767506.4642605206 2956619.9872798854, 767508.7644527706 2956614.913471144, 767519.1889726084 2956591.9194226405, 767520.8238118596 2956592.6605628813, 767532.7368457762 2956566.3820721298, 767535.0337571967 2956561.31580931, 767537.8070456096 2956555.19836748, 767538.9294186974 2956552.7223225534, 767539.6846665306 2956553.064513473, 767547.1393760293 2956536.621304897, 767546.3841282 2956536.2791139777, 767547.3654254376 2956534.114748219, 767554.433652774 2956518.522915886, 767558.9018196915 2956508.6669644704, 767564.6856007725 2956495.908787891, 767564.6239211133 2956495.8809008123, 767551.1068877744 2956489.752960314, 767529.5098181083 2956479.9619693933, 767525.6476211098 2956478.2109886417, 767516.8428486896 2956497.632865801, 767515.3070906099 2956496.9363448895, 767513.3002048602 2956501.3635013816, 767511.4343949412 2956505.478978715, 767509.3212101918 2956510.140386728, 767507.7943103614 2956513.5081621455, 767508.6302666966 2956513.8870983846, 767509.3300684409 2956514.2043549637, 767498.4032530187 2956538.307653218, 767496.854699688 2956537.6055548913, 767495.0656612806 2956541.5517412317, 767493.2306911965 2956545.5989772202, 767491.8550377808 2956548.633748052, 767489.5328639462 2956553.7557850657, 767491.081417279 2956554.4578833925, 767481.7736931166 2956574.9893383905, 767482.87572503 2956575.4890093044, 767474.8619615297 2956593.165483146, 767473.401662602 2956592.503410979, 767471.897728609 2956595.8206615583, 767470.1713541152 2956599.629052893, 767468.3068565273 2956603.741905553, 767466.0847481054 2956608.6428143964, 767467.545375108 2956609.304886563, 767456.9394251864 2956632.7001809776, 767455.4400843529 2956632.020392309, 767453.0562308601 2956637.27891197, 767451.2849089368 2956641.1863844707, 767450.2235593667 2956643.5279152226, 767449.750135109 2956644.5715483064, 767448.2327496873 2956647.9189825663, 767449.7317624385 2956648.598771226, 767441.512618782 2956666.72865623, 767439.7153782698 2956665.913697233, 767430.5999109453 2956686.020940481, 767428.9991923572 2956685.2952201255, 767427.0385663502 2956689.619686556, 767425.2311552772 2956693.6068833065, 767423.3377863622 2956697.7830560636, 767421.6288002719 2956701.5530616464, 767423.2295188612 2956702.278781984, 767419.9919925199 2956709.420171885, 767412.5628735287 2956725.80727823, 767410.8893204485 2956725.0487495656, 767408.8860436088 2956729.4677039646, 767407.260390699 2956733.053982902, 767405.6691865167 2956736.56316222, 767403.5438626874 2956741.251473056, 767405.2174157788 2956742.010001711, 767395.9277361921 2956762.5014305534, 767410.4838094435 2956769.100498721, 767435.0234585262 2956780.2251483975, 767441.6668179474 2956765.570978218, 767446.732424604 2956754.397444149, 767448.9282863606 2956749.5536218104)));BLDG;R;S;Uni
Buildings.1874;MULTIPOLYGON (((768698.2686354367 2956814.8989635604, 768713.2259546062 2956782.219238889, 768779.9859916884 2956812.7926685615, 768780.632315861 2956813.0889278026, 768781.3042305277 2956813.3966699727, 768781.9433368586 2956813.6893203096, 768782.6267344346 2956814.002311807, 768782.9233217685 2956814.1381383017, 768783.047009185 2956813.8677976374, 768783.7625589375 2956812.3048086455, 768785.1952988676 2956809.174565548, 768786.8097969454 2956805.647013561, 768788.6578903651 2956801.6092919717, 768790.5437133608 2956797.4885653066, 768792.8160185212 2956792.5236802227, 768793.5292716931 2956790.9662686465, 768793.7543368656 2956790.4738155566, 768793.878024279 2956790.2038029707, 768793.907879861 2956790.1391705545, 768794.0013836039 2956789.933134223, 768794.101777108 2956789.71266221, 768794.2077480267 2956789.482347729, 768794.3127346927 2956789.251048983, 768794.3816321929 2956789.1034114803, 768805.5285915285 2956764.749129472, 768805.5696019382 2956764.659562724, 768805.5764916992 2956764.6447989787, 768805.5830533649 2956764.6297071404, 768805.5899431121 2956764.6149433856, 768805.5968328565 2956764.5998515612, 768805.8018849345 2956764.1523458934, 768809.7825200268 2956755.455184802, 768806.299587355 2956753.8613559753, 768799.6929732698 2956750.837411891, 768799.6723040201 2956750.827897473, 768799.6506505305 2956750.8177268873, 768799.6289970299 2956750.807884395, 768799.606687353 2956750.7983699725, 768799.5850338633 2956750.7881993917, 768799.4433018574 2956750.723238882, 768738.2472300237 2956722.714108554, 768738.2304977797 2956722.7059064703, 768738.2121251066 2956722.697704382, 768738.1921120279 2956722.688518061, 768738.1740674378 2956722.680315977, 768738.154054359 2956722.671129638, 768738.1350255333 2956722.662599475, 768738.0451306861 2956722.621589055, 768736.2452655289 2956721.7977718073, 768701.1931702788 2956705.754496813, 768700.6784075206 2956705.518932967, 768700.553407774 2956705.4615183976, 768700.5327385232 2956705.452332068, 768700.5130535221 2956705.4431457142, 768700.489103438 2956705.4323189715, 768700.4654814473 2956705.4214922236, 768700.4454683535 2956705.4126339634, 768650.2234559373 2956682.425803307, 768636.619480522 2956676.1994378096, 768636.6011078657 2956676.1905795634, 768636.5797824409 2956676.180737062, 768636.5545200276 2956676.1692541423, 768636.53680353 2956676.1613801415, 768636.5158061974 2956676.151865719, 768632.0397652695 2956674.1033133822, 768627.128357767 2956671.8552863896, 768619.5686616172 2956688.3726418046, 768615.449247272 2956697.3722957205, 768612.2310778659 2956704.4034496425, 768603.4118697789 2956723.672768051, 768600.6149593589 2956729.7833201448, 768604.4997941101 2956731.561531812, 768604.3026160314 2956731.9926333167, 768604.2986790256 2956732.001491563, 768604.2819467805 2956732.034627973, 768604.2658706898 2956732.0697328886, 768604.2511069475 2956732.1031973967, 768604.2333904359 2956732.1425673896, 768604.219282866 2956732.1743914797, 768581.6031863537 2956781.588006547, 768581.5880945168 2956781.6195025537, 768581.5713622727 2956781.654279396, 768581.5552861976 2956781.6910247207, 768581.5392101108 2956781.7271138825, 768581.5214936145 2956781.76615581, 768581.2636201091 2956782.3298029695, 768580.107782528 2956784.8550603953, 768579.9338983615 2956785.234980889, 768591.9597929417 2956790.7392349686, 768602.2619376944 2956795.4544486366, 768611.1526679416 2956799.523666232, 768613.29439594 2956800.503979219, 768613.7743818616 2956800.7234669807, 768614.1231344502 2956800.8832435557, 768614.3669003537 2956800.9947918956, 768614.5988552712 2956801.10109089, 768614.8088286084 2956801.1968912156, 768615.0086313653 2956801.2884264737, 768615.188749105 2956801.371103485, 768617.3222750295 2956802.3474794747, 768618.5535717757 2956802.910798559, 768618.6273905189 2956802.9449192295, 768621.5699699367 2956804.291701295, 768621.7202321157 2956804.360598802, 768621.7438541075 2956804.371097471, 768622.6405058653 2956804.7815297167, 768623.4849923565 2956805.1680118865, 768624.3084815316 2956805.544979643, 768626.8793425255 2956806.7218145574, 768628.8619501141 2956807.629293054, 768634.4774244423 2956810.1994978925, 768637.4560930289 2956811.562684154, 768642.2766214482 2956801.0308810626, 768643.0932208595 2956799.246435808, 768644.3146751075 2956799.8054898065, 768651.3343461176 2956803.018409897, 768648.934416517 2956808.2615096364, 768664.6151594365 2956815.438660634, 768676.6712376919 2956820.9566942314, 768692.2355110194 2956828.0803676387, 768696.118049191 2956819.59777306, 768698.2686354367 2956814.8989635604)));BLDG;O;L;Uni
Buildings.1875;MULTIPOLYGON (((765492.0791816865 2956738.568079473, 765490.3600250199 2956737.410601478, 765486.0805060264 2956743.7662318037, 765481.8436378537 2956750.058213977, 765478.6392479385 2956754.81706272, 765474.2724587787 2956761.302285967, 765459.1100875307 2956783.8199574742, 765455.63962202 2956788.973818559, 765498.3127650316 2956817.708013062, 765492.7950595312 2956825.9022223903, 765512.4321593635 2956839.124964977, 765529.3327161083 2956814.0262619015, 765528.6447253516 2956813.5630082143, 765534.2805408537 2956805.193274301, 765551.279194519 2956779.9485741365, 765551.9822771121 2956778.904612969, 765545.6154919426 2956774.617219965, 765538.6889966133 2956769.953187297, 765537.3021883507 2956769.019462132, 765534.5318526912 2956767.1539803203, 765530.5374381102 2956764.4643531404, 765527.7562756992 2956762.5916534816, 765524.7789194437 2956760.5867362195, 765520.5299121882 2956757.725849555, 765513.5145062824 2956753.001777654, 765506.9292176061 2956748.567731389, 765502.6533075285 2956745.688472064, 765492.0791816865 2956738.568079473)));BLDG;O;M;Uni
Buildings.1876;MULTIPOLYGON (((768483.3907843522 2956827.1118656406, 768486.9714858528 2956819.250332795, 768487.1443857693 2956818.8707403983, 768487.1932701926 2956818.7637852277, 768487.2309997668 2956818.6807801416, 768487.2972726072 2956818.5351111405, 768487.398978441 2956818.3120144736, 768487.8051456054 2956817.4202839737, 768518.9031805248 2956749.1458142237, 768520.3628232783 2956745.9414243097, 768521.7716131076 2956742.84825463, 768521.1344752766 2956742.557900883, 768521.5353931058 2956741.677981391, 768523.4304024426 2956737.5182128116, 768523.8861101855 2956736.5172305563, 768524.7689824417 2956736.9194607227, 768524.9218692785 2956736.5838314737, 768530.9540094445 2956723.340747731, 768540.3936231133 2956702.616707799, 768552.112759768 2956676.8877566466, 768555.3181339356 2956669.850697211, 768567.0599083612 2956644.072533569, 768516.8123054374 2956621.185112147, 768510.0245893617 2956618.093582899, 768499.1814351992 2956613.154616383, 768493.2903708537 2956610.4712227997, 768492.8973270225 2956610.2920893235, 768491.6443767705 2956609.7215523915, 768481.9636218558 2956605.3121123873, 768468.3406176138 2956599.107072307, 768439.8183649502 2956586.115300383, 768427.3174056855 2956580.4217422237, 768427.3088755312 2956580.417477142, 768426.2216073591 2956579.9220713046, 768425.1513995219 2956579.434867561, 768424.0949711968 2956578.9535693116, 768423.0309969485 2956578.4689902216, 768421.6865114425 2956577.8564586476, 768410.3699330242 2956572.7019413817, 768409.3978221118 2956572.259356976, 768407.5789281141 2956571.43061848, 768380.1160565326 2956558.921457144, 768361.1820392746 2956550.2974586464, 768360.627578438 2956550.0451625623, 768343.4409330209 2956587.777042475, 768339.169944198 2956597.1539922166, 768356.0294905326 2956604.8400004725, 768403.9240797753 2956626.6742743873, 768406.3371326925 2956627.774337813, 768406.3991404484 2956627.8025529697, 768430.3712053613 2956638.731008817, 768447.876091616 2956646.7109797243, 768444.5680273637 2956654.196857134, 768458.1047456856 2956660.4169890573, 768472.8389681892 2956667.187316724, 768472.7297164358 2956667.427473721, 768425.6061230308 2956771.1280537243, 768418.43258095 2956767.8606718024, 768416.0533206008 2956773.084086557, 768415.2032566974 2956772.6969482247, 768413.5976168531 2956776.2222036365, 768413.0083791907 2956777.515836214, 768412.2016222797 2956779.2865019697, 768411.3817420318 2956781.0866952203, 768411.026427775 2956781.866877394, 768411.8764916962 2956782.254015726, 768411.5178966094 2956783.041415719, 768409.4109454454 2956787.667062635, 768401.748231113 2956804.489863645, 768416.6881618656 2956811.294640065, 768425.712093935 2956815.4048680477, 768467.1181791131 2956834.26473847, 768472.1250588614 2956836.5455738124, 768477.8963727813 2956839.174177481, 768483.3907843522 2956827.1118656406)));BLDG;O;L;Uni
Buildings.1877;MULTIPOLYGON (((766484.7277869441 2956847.805721891, 766495.4377392686 2956824.272960564, 766498.8051866143 2956816.8733690525, 766537.9583235242 2956730.8423731457, 766540.6043156085 2956732.046438971, 766552.1941874484 2956706.579954474, 766541.0820049364 2956701.52287797, 766529.5679203566 2956696.282730982, 766350.1368487787 2956614.622789309, 766333.2333392794 2956651.7647753977, 766327.8957515205 2956663.4927703096, 766306.4892982704 2956710.5297497236, 766308.5303046874 2956711.4585536406, 766359.3353211875 2956734.58022656, 766369.8838565223 2956739.3807418896, 766458.8787572699 2956779.88262939, 766452.578901114 2956793.72479332, 766451.747209864 2956795.5522174677, 766436.9296541971 2956828.1115355617, 766436.6747334468 2956828.671245723, 766439.589097695 2956829.997686636, 766440.6202636055 2956827.731943146, 766458.3541520254 2956835.8027931447, 766479.0020766108 2956845.1997559783, 766484.7277869441 2956847.805721891)));BLDG;O;S;Uni
Buildings.1878;MULTIPOLYGON (((765734.3280410324 2956811.9813184696, 765728.4133546962 2956808.0758144706, 765726.5839620252 2956806.8681397308, 765726.0918370204 2956806.543009146, 765724.5340973575 2956808.9019283033, 765703.128628358 2956794.7687544776, 765704.7592025242 2956792.299271227, 765685.2625223568 2956779.4262654763, 765680.883922189 2956776.535523209, 765682.8435639443 2956773.5676813824, 765674.2231743623 2956767.8757636365, 765672.0033625206 2956771.2376335636, 765671.2376160339 2956770.732057136, 765669.775348604 2956772.9466196448, 765667.0824406139 2956777.025023556, 765679.9229661071 2956785.503353062, 765692.1106057761 2956793.5502529712, 765690.9157262746 2956795.359960641, 765690.2700582761 2956796.337977052, 765677.8918021921 2956815.085314888, 765733.0478598619 2956851.5032210574, 765750.0848992786 2956825.6997949774, 765748.4605586993 2956824.6272905604, 765747.5255211885 2956824.010165807, 765749.0497963588 2956821.7014433863, 765734.3280410324 2956811.9813184696)));BLDG;O;M;Uni
Buildings.1879;MULTIPOLYGON (((765596.8919641965 2956845.7207523086, 765605.2840077732 2956833.4425616306, 765605.7111722683 2956832.8175628907, 765610.5717268585 2956825.7060285695, 765614.0113525246 2956820.6732302336, 765612.9529556928 2956819.949806481, 765599.6481922737 2956810.8559926436, 765609.5458102815 2956796.374722386, 765610.4670682694 2956795.026956051, 765568.7620991926 2956766.522091802, 765568.4510761945 2956766.309821888, 765556.6174384352 2956783.6234355518, 765538.0344703645 2956810.812029481, 765523.3038567746 2956832.364479807, 765538.7765948647 2956842.939589885, 765557.0121226921 2956855.4031476313, 765565.6594151108 2956861.3135688836, 765566.2128916979 2956860.50353114, 765575.9618879398 2956867.1669036453, 765579.4002012757 2956869.516964551, 765579.8004629452 2956869.7905860464, 765580.2368137703 2956870.088813808, 765596.8919641965 2956845.7207523086)));BLDG;O;M;Uni
Buildings.1880;MULTIPOLYGON (((768482.20082611 2956986.408463061, 768476.4764281053 2956924.4322090526, 768462.0328874454 2956903.8200455536, 768398.6002715243 2956874.92738681, 768389.5766675334 2956870.8171588043, 768271.7107615344 2956817.13058638, 768252.9089618634 2956858.40904714, 768257.4958949392 2956901.0969538987, 768264.2590047723 2956904.1773282974, 768312.3999846153 2956926.105105981, 768310.3386370237 2956930.6303593973, 768305.3248675315 2956941.638211392, 768324.0886095323 2956950.1847822205, 768323.591891364 2956951.275659297, 768360.6715416007 2956968.1647331365, 768363.0445683615 2956969.2460958, 768363.271602019 2956968.7477372293, 768364.9497482773 2956965.063361391, 768370.5488184413 2956952.771063139, 768407.1855561894 2956969.459021891, 768408.9125868526 2956993.026231967, 768482.1125716874 2956986.4163370514, 768482.20082611 2956986.408463061)));BLDG;O;L;Uni
Buildings.1881;MULTIPOLYGON (((768826.0748102813 2957010.5042153937, 768822.0554613633 2957008.5842717276, 768822.7660898556 2957007.096413803, 768824.1509296166 2957004.1974694696, 768822.4386626942 2957003.4274578956, 768796.0292666844 2956991.5514973835, 768795.1759219482 2956991.167967975, 768794.9826808585 2956991.0806977986, 768794.317655935 2956990.7818138883, 768794.1795328564 2956990.719806145, 768786.199561938 2957007.4258094686, 768784.8734491034 2957010.202050634, 768784.0355242777 2957011.9559841426, 768784.9311917739 2957012.3838048163, 768785.0397873522 2957012.4356419696, 768785.5748912713 2957012.6915469817, 768786.9059253634 2957013.327372474, 768787.862288282 2957013.784064467, 768786.3488398633 2957016.951709061, 768816.1863786145 2957031.204633315, 768826.0748102813 2957010.5042153937)));BLDG;O;L;Uni
Buildings.1882;MULTIPOLYGON (((765923.9329767838 2956935.818013055, 765868.5823656938 2956899.072679726, 765860.7592186027 2956910.856776887, 765857.2661153523 2956908.537883895, 765860.769389198 2956903.26099156, 765857.6729386894 2956901.2055494734, 765847.856685355 2956894.688830225, 765800.0969383579 2956862.9828569023, 765797.2445818649 2956867.279436227, 765767.8916221872 2956911.4948989735, 765767.4962817729 2956912.090370227, 765739.7893161945 2956953.826507221, 765735.080664187 2956960.9190127198, 765735.4589442764 2956961.169996469, 765735.4796135273 2956961.1837759684, 765778.9598415219 2956990.048875718, 765785.5221643598 2956980.1640529777, 765817.7848951084 2956931.565724962, 765834.2966731038 2956942.527317219, 765842.9859601847 2956929.4384326492, 765846.7874617745 2956931.9620496472, 765810.9653549339 2956985.9215873955, 765803.7229153526 2956996.8313424755, 765827.3967525212 2957012.547518375, 765829.0512767729 2957013.645941392, 765844.9216518548 2957024.1816814723, 765850.4206566067 2957027.832264719, 765851.0715739422 2957028.264350479, 765867.7624854442 2957039.3447088907, 765868.670620113 2957039.9477260564, 765874.3943619421 2957031.3260241477, 765890.2640808538 2957007.420888238, 765914.750908523 2956970.535463305, 765918.0048390195 2956965.6338982997, 765932.0409001847 2956944.491224066, 765933.5569732789 2956942.207107883, 765923.9329767838 2956935.818013055)));BLDG;O;M;Uni
Buildings.1883;MULTIPOLYGON (((766258.3253526101 2956995.7033919673, 766253.7915690246 2956992.7014294756, 766253.0691295286 2956993.7841044776, 766234.1636555205 2957022.1170530557, 766233.0960723615 2957023.7167873904, 766231.3027688572 2957026.40444606, 766230.2548706977 2957027.97465288, 766227.9346653541 2957031.451680057, 766225.2076367008 2957035.538614131, 766228.5832861088 2957037.7912343126, 766244.0094363532 2957048.0845208014, 766244.7449991863 2957048.5753334733, 766254.8758844446 2957055.335162467, 766262.5166171952 2957060.433577474, 766260.521214353 2957063.4240570464, 766260.3348630221 2957063.7035840596, 766262.7160918551 2957065.2924916423, 766272.9267013529 2957072.10579823, 766283.5057484369 2957079.164839221, 766292.9568450315 2957085.4709289824, 766302.9161426881 2957092.116584967, 766304.6129896948 2957093.2488005566, 766312.5394830249 2957098.537831978, 766322.7628877779 2957105.359668729, 766332.513852522 2957111.865889309, 766343.2871249483 2957119.054523231, 766352.6043635329 2957125.2717023976, 766355.2647912794 2957127.0469613085, 766359.7569082696 2957130.044330635, 766366.100727605 2957120.5371318143, 766372.578404948 2957110.8294740585, 766376.6525437684 2957104.7235151343, 766379.1695991025 2957100.9512129663, 766382.4638838626 2957096.01421497, 766390.5065186927 2957083.961089469, 766390.8477253626 2957083.4496075613, 766359.1909645196 2957062.488691477, 766358.8796134439 2957062.2826551315, 766351.4449170236 2957057.360092802, 766350.719524773 2957056.8797787987, 766290.4945796148 2957017.0032181446, 766268.7203449475 2957002.5859241504, 766258.3253526101 2956995.7033919673)));BLDG;O;M;Uni
Buildings.1884;MULTIPOLYGON (((768640.3632394363 2957167.824110727, 768644.7457766098 2957158.3940114835, 768649.847800523 2957147.4166712253, 768658.705394358 2957128.3579823095, 768658.9731103644 2957127.781211804, 768659.3166136161 2957127.0420400645, 768661.062016948 2957123.2864701436, 768661.2040770204 2957122.9816807155, 768663.149939268 2957118.794353142, 768665.1358276894 2957114.521723888, 768665.5062337819 2957113.72415331, 768666.9402860245 2957110.6385295466, 768670.6840449412 2957102.5834275675, 768669.7237450171 2957102.145764397, 768670.329058781 2957100.8173549725, 768633.4380564388 2957084.004068386, 768629.4672638623 2957082.1943607167, 768628.0883296139 2957081.565753053, 768613.72582552 2957075.019834401, 768604.4092431087 2957070.7737799003, 768603.6060951075 2957072.535587386, 768602.6005196881 2957072.0772549803, 768600.5660749365 2957076.541484885, 768597.7379966072 2957082.7468530494, 768592.5460778631 2957094.1385625643, 768588.7445762764 2957102.4790970464, 768588.5624900331 2957102.879030642, 768588.3544852003 2957103.335394561, 768586.8354593528 2957106.668065052, 768586.1563268614 2957108.1582195526, 768586.1136760266 2957108.2517232983, 768585.1313945219 2957110.40723081, 768582.3968199339 2957116.406890717, 768578.0815398536 2957125.875375726, 768572.7951331143 2957137.4744338975, 768573.4670477815 2957137.780535636, 768572.8364716036 2957139.1643911423, 768573.9850913578 2957139.6876840577, 768579.6087677786 2957142.2506710542, 768582.2616496097 2957143.4599862257, 768590.1602558654 2957147.0597165516, 768623.9410281949 2957162.4556831433, 768635.451175781 2957167.701407555, 768635.835033267 2957166.858561467, 768636.2494025232 2957165.9494425575, 768640.3632394363 2957167.824110727)));BLDG;R;S;Uni
