id;the_geom;TYPE;Usage;Scale;Category
Buildings.684;MULTIPOLYGON (((768299.5469919466 2959950.295251804, 768299.3383309414 2959949.062642724, 768293.9033024481 2959916.9826543876, 768293.6513344337 2959915.4957807227, 768287.3662420207 2959916.560739218, 768286.7904557735 2959913.162780129, 768284.8931498545 2959901.9626713064, 768282.1690739398 2959902.424284562, 768281.2812804446 2959897.183153305, 768280.5476861151 2959897.30749689, 768276.5119330282 2959897.991222566, 768276.3948072806 2959897.299622894, 768269.6818941971 2959898.436759723, 768272.8921896083 2959919.8858638117, 768277.9902765318 2959953.947475478, 768299.5469919466 2959950.295251804)));BLDG;R;M;R
Buildings.685;MULTIPOLYGON (((768277.9902765318 2959953.947475478, 768272.8921896083 2959919.8858638117, 768269.6818941971 2959898.436759723, 768269.2527611864 2959898.509594228, 768266.0040800291 2959899.060118064, 768266.611690357 2959902.6454127273, 768264.9611031103 2959902.9252678147, 768265.3990943604 2959905.5085959677, 768254.8390761019 2959907.2976343874, 768257.3252916053 2959921.9741142243, 768253.7068605261 2959922.586973892, 768252.9512846012 2959922.715254465, 768251.5411824436 2959922.954099147, 768257.3836904477 2959957.438610229, 768276.2156737735 2959954.247999806, 768277.9902765318 2959953.947475478)));BLDG;R;L;R
Buildings.686;MULTIPOLYGON (((765676.6775657705 2959948.9560156413, 765675.865231441 2959946.0606802227, 765704.8717351117 2959937.923885483, 765704.6217356024 2959937.0331392335, 765702.0285649459 2959927.7887351327, 765701.908158364 2959927.3602583106, 765702.4924747791 2959927.1965447143, 765704.4432582696 2959925.040709142, 765703.4284965266 2959921.4229342123, 765702.2008086881 2959917.0463025537, 765698.7723378557 2959916.9226151407, 765698.1643994465 2959914.754968552, 765697.7142691032 2959913.1503129774, 765695.6174885179 2959913.7385663977, 765665.5699764496 2959922.1676833956, 765665.9728627799 2959923.6040322133, 765668.433815852 2959932.377636724, 765663.9869743583 2959933.62500955, 765660.0338982799 2959934.733931226, 765655.6913872802 2959935.9521046397, 765654.5742635299 2959931.970157221, 765639.4532307703 2959936.211946636, 765639.7330858551 2959937.2096480555, 765645.8403571097 2959958.9802738135, 765645.8961312779 2959959.179420391, 765677.0906226925 2959950.4287817325, 765676.6775657705 2959948.9560156413)));BLDG;R;M;R
Buildings.687;MULTIPOLYGON (((766739.1475536963 2959957.469450059, 766739.8742582811 2959957.159411304, 766740.6833117758 2959955.2191264816, 766741.3381661038 2959954.9395994684, 766747.9277198621 2959952.1275972286, 766752.7997573615 2959950.048861224, 766743.1229394368 2959927.3710850584, 766729.8801837711 2959896.3360421257, 766728.2469849428 2959897.032891139, 766727.4556479453 2959895.178564145, 766721.8693730244 2959897.5620895633, 766717.5760745269 2959899.3944349736, 766707.8667763615 2959903.5374713014, 766708.6581133595 2959905.391798291, 766707.3694020234 2959905.9416659777, 766712.1955078541 2959917.251682732, 766715.6052779397 2959925.242480397, 766720.2299406088 2959936.080713301, 766717.5862451049 2959937.208663805, 766716.8802097731 2959937.509844304, 766716.7237140253 2959937.5767733194, 766719.2102576068 2959943.4045175603, 766719.3162285243 2959943.359242045, 766720.105925113 2959943.0223004716, 766722.7168122692 2959941.908457565, 766724.0448936089 2959945.0213122163, 766730.2453405277 2959959.551466885, 766733.0780120204 2959958.34280789, 766734.8303051154 2959959.311966064, 766739.1475536963 2959957.469450059)));BLDG;R;M;R
Buildings.688;MULTIPOLYGON (((766943.2632871873 2959939.8487504018, 766946.4119029338 2959938.5275588017, 766935.8728820224 2959913.5272807106, 766935.5129746038 2959912.6732798046, 766933.9309567811 2959913.3406013083, 766922.1908227819 2959918.2894103024, 766918.747588189 2959918.344200227, 766917.2725255211 2959918.3678222233, 766911.6140722798 2959920.7533161566, 766911.1399918668 2959921.4800207256, 766909.3607959468 2959924.2067213, 766884.8854511996 2959934.524285971, 766885.4294133654 2959935.814637718, 766895.4733565294 2959959.641689813, 766895.5668602732 2959959.863146058, 766943.2632871873 2959939.8487504018)));BLDG;R;M;R
Buildings.689;MULTIPOLYGON (((765980.8610125198 2959960.2043527174, 765982.8137645295 2959951.937965065, 765990.8157170254 2959918.068938318, 765990.8593521124 2959917.884227389, 765983.8774106943 2959916.2346243784, 765985.710412278 2959908.476437808, 765969.8997483562 2959904.740880983, 765961.8925465213 2959938.6338578006, 765957.8256255256 2959955.847077983, 765966.36399427 2959957.864134299, 765966.57724844 2959957.914659142, 765969.2599858651 2959961.450085148, 765974.5398309398 2959962.697457969, 765978.2494691925 2959960.743393638, 765980.6024828561 2959961.2994948896, 765980.8610125198 2959960.2043527174)));BLDG;R;L;R
Buildings.690;MULTIPOLYGON (((765969.8997483562 2959904.740880983, 765954.7737943544 2959901.1673972993, 765952.9942703553 2959908.6992064, 765952.6199272715 2959908.6102957968, 765949.2446059426 2959907.813053302, 765945.6363454474 2959906.9606928094, 765939.7672626965 2959931.803162813, 765935.642270938 2959949.2627735566, 765935.3611035205 2959950.45338798, 765938.3410844373 2959951.1571267247, 765940.4598466172 2959954.3205062323, 765945.8748620306 2959955.5997031475, 765949.0743306892 2959953.7794968006, 765949.2219681885 2959953.8142736377, 765957.8256255256 2959955.847077983, 765961.8925465213 2959938.6338578006, 765969.8997483562 2959904.740880983)));BLDG;R;M;R
Buildings.691;MULTIPOLYGON (((769177.9527154407 2959963.369372638, 769207.7584301088 2959957.998976562, 769207.6019343599 2959957.1305399616, 769207.8591516933 2959957.084280228, 769221.1849124448 2959954.6833663867, 769221.0467893627 2959953.916307555, 769219.7518444348 2959946.730298307, 769218.7659540175 2959941.2572121457, 769218.6304556137 2959940.506229385, 769205.4707050323 2959942.877287642, 769205.2784481932 2959941.809704483, 769204.697740691 2959938.586285719, 769204.1777286076 2959935.699808547, 769204.050104188 2959934.9914766327, 769183.1469307704 2959938.7575452323, 769174.0997047739 2959940.387463225, 769173.4671601078 2959940.5016362197, 769173.7286425254 2959941.9534049784, 769175.9271289412 2959954.1544960514, 769176.3014720232 2959956.2319197212, 769177.2719425278 2959961.618719974, 769177.598713532 2959963.4330208134, 769177.9527154407 2959963.369372638)));BLDG;R;M;R
Buildings.692;MULTIPOLYGON (((765785.5530041893 2959961.914323058, 765829.4797536128 2959949.699124388, 765829.3121030201 2959949.0957791344, 765839.962016105 2959946.1344989697, 765839.3462036842 2959943.9215768836, 765834.6792182791 2959927.1394582237, 765834.0171461107 2959924.7572451355, 765833.7044826912 2959923.6325754817, 765830.2041616135 2959924.605670645, 765830.1811957817 2959924.612232316, 765826.5742476127 2959925.61485497, 765826.375429108 2959925.670301066, 765823.2195955211 2959926.5479239873, 765818.0526111146 2959927.984600888, 765813.8711890277 2959929.147656294, 765809.3521691866 2959930.404215468, 765805.042794615 2959931.602703897, 765803.0063813644 2959930.127969309, 765797.4335578528 2959931.6778349685, 765795.827589945 2959934.165362805, 765777.0310396119 2959939.3923864737, 765777.26660344 2959940.2398257228, 765777.3509208563 2959940.5426466493, 765778.0802501153 2959943.165672902, 765776.6747411061 2959945.6866652137, 765776.7928511071 2959946.133186631, 765772.9775700284 2959947.141058626, 765774.3781577803 2959952.4422291345, 765778.1931107807 2959951.434357134, 765778.2334650302 2959951.5869158944, 765780.7577381886 2959952.7939344724, 765780.9329346878 2959953.4241825673, 765781.1261757754 2959954.118734968, 765780.5431716895 2959954.280808132, 765778.9473743584 2959954.7243768163, 765779.4723076983 2959956.611512137, 765779.4847748588 2959956.6567876427, 765780.885362609 2959961.6931948974, 765781.3410703556 2959963.3316430533, 765781.4024219386 2959963.55244314, 765785.6780039383 2959962.3634691346, 765785.6120591926 2959962.1256087264, 765785.5530041893 2959961.914323058)));BLDG;R;S;R
Buildings.693;MULTIPOLYGON (((766387.6249627761 2959959.9464792274, 766384.845440774 2959953.306400635, 766388.4192525289 2959951.8103406443, 766386.9582974478 2959948.3198620514, 766389.9796168655 2959948.840530308, 766395.6938442749 2959946.4488028106, 766398.999940022 2959941.327750057, 766398.5366863606 2959940.221124979, 766389.440247864 2959918.4888849678, 766389.9576352698 2959914.853065471, 766387.0058695247 2959907.8012422994, 766384.4113865205 2959905.9574139602, 766378.4376451974 2959891.685460893, 766377.5062166151 2959892.075223894, 766374.626957284 2959885.1969568105, 766374.0373915277 2959885.4436754785, 766360.4055290234 2959891.149700798, 766360.3418808599 2959891.17627557, 766357.1371628644 2959892.5178083032, 766347.2608702775 2959896.651658315, 766350.1942633556 2959903.6601744727, 766349.0079140237 2959904.1565645654, 766370.1135148546 2959954.578379717, 766370.8795894384 2959954.257842303, 766372.6230242718 2959958.4225321356, 766373.0731546126 2959958.233884227, 766375.4077956071 2959957.2568520564, 766378.1869895309 2959963.8969306345, 766387.6249627761 2959959.9464792274)));BLDG;R;M;R
Buildings.694;MULTIPOLYGON (((768969.6978826097 2959960.65513922, 768969.3770171113 2959958.654487058, 768967.453136443 2959946.6623850544, 768968.0171116892 2959946.5718340515, 768966.0226931133 2959934.1381318844, 768969.5394183567 2959933.5741566424, 768969.9724883585 2959933.504602963, 768970.2064117811 2959933.467201472, 768969.8780003637 2959931.4202895663, 768968.649328276 2959923.7588875536, 768988.2877404405 2959920.6089594807, 768989.1151666036 2959925.767741809, 768989.3248118629 2959927.073841557, 768989.8563068518 2959930.387483231, 768994.7624650296 2959929.6004113075, 768994.5777541092 2959928.447854566, 768994.3825445325 2959927.231977723, 768993.102363364 2959919.2513506347, 768992.8861564391 2959917.9026000584, 768990.9202811142 2959905.646390978, 768988.1525701145 2959888.393800807, 768987.0534909363 2959881.5407961383, 768942.1296962801 2959888.7468184833, 768942.3409819448 2959890.0653853877, 768943.7425539364 2959898.8042130615, 768948.1182013609 2959926.0804052185, 768948.6641320279 2959929.484597886, 768949.1592097747 2959932.570877802, 768947.429226353 2959933.9235653854, 768946.9708939361 2959934.282160473, 768947.1995680192 2959935.708338719, 768947.9252883652 2959940.2312955507, 768949.0509422728 2959940.51508765, 768950.7195741107 2959940.935362402, 768951.4931946099 2959945.7572031436, 768951.6828267715 2959946.9402716407, 768953.9574285308 2959946.575442966, 768955.0863632703 2959953.6141428007, 768955.8038815255 2959958.086574813, 768956.1824896934 2959960.4458220573, 768956.5105730308 2959962.4917497123, 768956.6601790204 2959963.4254749008, 768956.7779609411 2959964.159725401, 768956.8232364367 2959964.4415489715, 768957.3655581925 2959964.354606892, 768958.9485602692 2959964.1006703954, 768961.7267699407 2959963.655133229, 768965.6568801859 2959963.0245570643, 768967.1670477688 2959962.7824315475, 768968.477084533 2959962.572130139, 768969.9669109446 2959962.3332854756, 768969.9505067762 2959962.230595396, 768969.883905857 2959961.8162261387, 768969.8196015208 2959961.4156363946, 768969.6978826097 2959960.65513922)));BLDG;R;M;R
Buildings.695;MULTIPOLYGON (((768758.4296043518 2959963.964843896, 768770.6119946997 2959961.9425382246, 768770.6936874406 2959961.9290868035, 768771.0299728524 2959961.873312638, 768770.967965111 2959961.5002818843, 768770.6152755327 2959959.373973794, 768769.7278101139 2959954.028840132, 768766.6549816154 2959954.539009715, 768766.13693802 2959954.6249675574, 768765.7990121986 2959952.5888823867, 768764.0244094449 2959952.883501229, 768764.2796582747 2959954.4225401403, 768754.4752159426 2959956.04983347, 768752.113344029 2959941.821187384, 768750.2757492808 2959930.7506714826, 768749.8603957765 2959928.2483798866, 768737.1350275285 2959930.36058038, 768736.8679676946 2959928.512486978, 768736.6314196156 2959926.873382641, 768736.3781392737 2959925.1197772394, 768726.8889850238 2959926.4905093852, 768727.5940361017 2959931.3733736384, 768727.6744165292 2959931.930787224, 768726.9637880186 2959932.0488972166, 768715.1390085224 2959934.0114917243, 768714.2334985285 2959934.1617538813, 768716.2495706083 2959946.3100235593, 768718.6307994435 2959960.6557953916, 768719.0248275241 2959963.0284940526, 768720.007109032 2959962.8654366424, 768728.9562381068 2959961.3802034, 768729.2226417824 2959962.9864993915, 768729.5293996952 2959964.834592803, 768733.6340502815 2959964.1531637255, 768733.1635787792 2959961.3195079667, 768738.1858784407 2959960.485848213, 768739.2905350173 2959967.1416747966, 768758.4296043518 2959963.964843896)));BLDG;R;M;R
Buildings.696;MULTIPOLYGON (((768207.1003264488 2959961.1797444746, 768202.4185772701 2959932.5190406437, 768202.1114912798 2959932.5689092963, 768196.3720014398 2959933.506899567, 768191.4848721043 2959934.305126307, 768186.631863447 2959935.0977756316, 768179.0255794369 2959936.3402272323, 768172.2116166954 2959937.4534139717, 768171.585961774 2959933.6233691415, 768171.0639811921 2959930.4275094, 768156.1388141979 2959932.8654966354, 768155.0170972802 2959933.048895226, 768156.3356641966 2959941.1200732985, 768156.2487221074 2959941.134180891, 768156.2237877718 2959941.138445977, 768158.120765613 2959952.7506274767, 768160.7349336162 2959968.7535482137, 768207.1003264488 2959961.1797444746)));BLDG;R;S;R
Buildings.697;MULTIPOLYGON (((766059.2804751103 2959939.6246694755, 766059.4251598589 2959938.9927809667, 766063.119706273 2959937.0541365575, 766064.3998874441 2959931.4665492997, 766063.9051377783 2959930.6128764683, 766063.718786448 2959930.2910267287, 766062.2771882714 2959927.8038269663, 766062.8385388567 2959925.3540287325, 766061.0718101135 2959924.9495019815, 766038.3943620331 2959919.7546304814, 766019.5515519395 2959915.438038065, 766018.0971585235 2959921.7867786363, 766010.0902847819 2959919.952464725, 766008.7005237809 2959926.019053642, 766007.6454077828 2959930.6246874803, 766015.6522815231 2959932.459001397, 766014.4567458639 2959937.677494894, 766014.4022840278 2959937.916339556, 766027.3983210197 2959940.893367722, 766057.4146651924 2959947.7696663085, 766058.6453057682 2959942.397301713, 766059.2804751103 2959939.6246694755)));BLDG;R;S;R
Buildings.698;MULTIPOLYGON (((766055.9264791906 2959965.49797729, 766057.0449152756 2959960.6154411435, 766055.404170528 2959956.5468797153, 766055.4776611946 2959956.2253580503, 766057.4146651924 2959947.7696663085, 766027.3983210197 2959940.893367722, 766014.4022840278 2959937.916339556, 766013.181157856 2959943.2473656395, 766005.1742841178 2959941.4130517184, 766004.2123437832 2959945.6108779754, 766002.8002731071 2959951.775563803, 766010.8071468633 2959953.6095496407, 766009.7139731947 2959958.3821778917, 766009.2175831066 2959960.5488402164, 766052.108901532 2959970.3742798856, 766052.8100156036 2959967.3135904814, 766055.9264791906 2959965.49797729)));BLDG;R;S;R
Buildings.699;MULTIPOLYGON (((769695.426418021 2959962.9733760636, 769713.879137025 2959959.863802225, 769714.728216693 2959964.901521795, 769720.1691506944 2959963.9845288997, 769743.7399696849 2959960.0127520566, 769769.7556656906 2959955.6285744715, 769796.2044316976 2959951.171562382, 769822.253920274 2959946.7818073905, 769848.0356928563 2959942.437327896, 769854.0688172746 2959941.4205976445, 769853.3657346959 2959937.2496742294, 769853.1751182842 2959936.1184428902, 769854.8742618561 2959935.832026137, 769871.6370236119 2959933.0072286385, 769871.7426664402 2959933.634523963, 769881.2134480187 2959932.038398552, 769917.1703971021 2959925.9793555564, 769917.0673789377 2959925.371089054, 769917.0227596017 2959925.1050134753, 769916.37348269 2959921.252330899, 769892.1520744422 2959777.51738214, 769891.8302246947 2959777.5715158833, 769891.4188081911 2959777.6410695575, 769877.8998063648 2959779.9189521344, 769867.6452336907 2959781.647295145, 769855.7430265265 2959783.652868551, 769834.743396609 2959787.191575393, 769780.7631896139 2959796.2883419683, 769769.320627199 2959798.2164877183, 769737.2481847709 2959803.621332557, 769704.7571080176 2959809.0963872187, 769624.8773465299 2959822.55731832, 769624.8409292696 2959822.563551889, 769624.7083836048 2959822.5858615604, 769624.571572857 2959822.608827395, 769624.4747882795 2959822.625231554, 769624.5125178553 2959822.8489843826, 769624.6480162747 2959823.652788562, 769624.9081863618 2959825.1980610606, 769625.5686181058 2959829.117344555, 769626.4058867695 2959834.085838548, 769627.3806223583 2959839.868635385, 769628.0413821929 2959843.789887399, 769628.2169067725 2959844.8318800647, 769628.550895602 2959846.8144876366, 769631.1158511055 2959862.0349296476, 769631.1811396931 2959862.4214118086, 769631.7775951945 2959865.962415212, 769631.8930805186 2959866.6464689807, 769632.1857308596 2959868.3830140564, 769634.8648593569 2959884.281604305, 769635.1558692759 2959886.0089630596, 769635.3510788542 2959887.1670972216, 769635.4632833594 2959887.8324502236, 769638.3103905311 2959904.729398054, 769639.0561239423 2959909.1536018085, 769639.1801394364 2959909.890476977, 769639.3149816993 2959910.69034414, 769639.3527112771 2959910.9137688857, 769639.3907689442 2959911.1391621367, 769639.428826614 2959911.366195811, 769643.2500131885 2959934.040363058, 769643.2788845323 2959934.2126067984, 769643.2910236123 2959934.2844570624, 769643.3038188536 2959934.359916222, 769643.3740286974 2959934.776253962, 769643.3822307746 2959934.8277630596, 769643.4389891924 2959935.161095728, 769645.8172652733 2959949.2749126335, 769647.0794018672 2959956.766695556, 769647.1978399466 2959957.468465799, 769647.3369472782 2959958.292939228, 769647.507550612 2959959.3067167276, 769649.2555786087 2959969.6784151467, 769649.2591875205 2959969.7122077146, 769649.2906835249 2959969.8864199794, 769649.3221795269 2959970.0734274653, 769649.4317593564 2959970.72434481, 769671.8136043565 2959966.9526988138, 769695.426418021 2959962.9733760636)));BLDG;O;M;O
Buildings.700;MULTIPOLYGON (((769483.5780884484 2959973.824076138, 769524.5153425196 2959967.007488715, 769538.0586225239 2959964.7522438886, 769536.8473388547 2959957.4783083056, 769562.0972883571 2959953.2735923086, 769561.9260288638 2959952.244722975, 769557.4056966923 2959925.1007483844, 769554.2219760285 2959905.9820202217, 769560.553656282 2959904.9275603807, 769559.7836446931 2959900.3019134644, 769559.4736059479 2959898.442009055, 769556.8194117703 2959882.5017522196, 769556.3771554389 2959879.845261464, 769555.1091133668 2959872.231103477, 769548.174415946 2959873.385956808, 769545.9352471974 2959859.93880522, 769541.5910957754 2959833.8502747207, 769540.3233817815 2959826.237757151, 769531.8148686151 2959827.654749063, 769513.2830815305 2959830.7407008866, 769512.9766516978 2959828.901137638, 769507.7529088567 2959829.7708865493, 769499.4842246035 2959831.1478522965, 769499.3116527789 2959831.1767236437, 769461.4209805292 2959837.486422315, 769461.6411244412 2959838.8079419704, 769453.6900248535 2959840.132086304, 769446.0063131889 2959841.4112832244, 769437.5401227792 2959842.821057303, 769436.9111870241 2959842.926043977, 769434.4994464366 2959843.327617971, 769436.1575796168 2959853.2852752213, 769439.451536268 2959873.06738789, 769442.7940492784 2959893.1395262266, 769445.8137282721 2959911.2743324786, 769448.9055856017 2959929.8418806433, 769449.3478419477 2959932.4973871345, 769453.5158126053 2959957.5258803964, 769455.7208606907 2959970.7669956433, 769455.8137082772 2959971.3260496417, 769461.1982119392 2959970.4293978936, 769461.5190774372 2959970.3755922248, 769461.9829872714 2959970.298820717, 769471.3327061079 2959968.741737229, 769480.7778971952 2959967.1689057215, 769481.9317662726 2959974.098353801, 769483.5780884484 2959973.824076138)));BLDG;O;M;O
Buildings.701;MULTIPOLYGON (((768618.9938596055 2959975.677418877, 768618.095567437 2959971.02880614, 768616.4869748651 2959961.231581642, 768614.191047699 2959947.250310396, 768613.7291063507 2959944.43666772, 768595.5946281862 2959947.9415819747, 768594.2301296135 2959948.2050328804, 768594.5162182752 2959949.6853448884, 768600.0027558655 2959978.0727553023, 768600.240288199 2959979.301755473, 768612.637901188 2959976.9057628894, 768618.9938596055 2959975.677418877)));BLDG;R;S;R
Buildings.702;MULTIPOLYGON (((768625.6211429397 2959969.5744127138, 768636.6093099408 2959967.4507293105, 768635.8983533549 2959963.772587055, 768634.9367411156 2959958.798515646, 768633.2749990241 2959950.199451474, 768631.4974435286 2959941.002291394, 768629.5433791884 2959941.3802433875, 768613.7291063507 2959944.43666772, 768614.191047699 2959947.250310396, 768616.4869748651 2959961.231581642, 768618.095567437 2959971.02880614, 768623.9466056087 2959969.8982309685, 768625.6211429397 2959969.5744127138)));BLDG;R;S;R
Buildings.703;MULTIPOLYGON (((767103.9447243523 2959947.265402225, 767108.2596763537 2959945.4511013953, 767118.4948921051 2959941.1473042234, 767115.6927323628 2959934.4826193885, 767106.4010842739 2959912.384566471, 767084.1891864394 2959921.724114735, 767084.0441736148 2959921.7851382233, 767094.8066192727 2959947.3815437253, 767096.1379814462 2959950.5478759715, 767103.9447243523 2959947.265402225)));BLDG;R;M;R
Buildings.704;MULTIPOLYGON (((767041.7794943606 2959975.2341783047, 767046.8510065228 2959973.1016366407, 767054.1016481975 2959970.0530863088, 767052.1167440255 2959965.3316390486, 767042.0813310295 2959941.4645608026, 767041.4218835225 2959941.741791217, 767019.8648400315 2959950.8060775544, 767022.7060416945 2959957.5632818923, 767022.8894402672 2959957.999632729, 767024.7224418523 2959962.359204053, 767031.8851571988 2959979.3942749766, 767035.268680602 2959977.9717056495, 767041.7794943606 2959975.2341783047)));BLDG;R;M;R
Buildings.705;MULTIPOLYGON (((767059.7184348573 2959962.1354512284, 767062.5107521121 2959960.9612409724, 767073.4618456962 2959956.3565913895, 767061.4651505202 2959927.825152392, 767061.3001246145 2959927.8943779734, 767040.1200488668 2959936.7998719816, 767042.0813310295 2959941.4645608026, 767052.1167440255 2959965.3316390486, 767059.7184348573 2959962.1354512284)));BLDG;R;M;R
Buildings.706;MULTIPOLYGON (((767083.9457486128 2959951.948135645, 767087.1074876944 2959950.61874198, 767094.8066192727 2959947.3815437253, 767084.0441736148 2959921.7851382233, 767082.9250813576 2959919.1240543076, 767082.80992411 2959918.850104719, 767081.3243627709 2959919.47477539, 767066.6147465254 2959925.659802388, 767065.2515602722 2959926.2329639834, 767061.4651505202 2959927.825152392, 767073.4618456962 2959956.3565913895, 767083.9457486128 2959951.948135645)));BLDG;R;M;R
Buildings.707;MULTIPOLYGON (((769262.8911938531 2959974.7043237276, 769264.2081203623 2959974.4713845546, 769274.822600438 2959972.593107476, 769277.9121611877 2959972.046520633, 769280.1615005286 2959974.955307472, 769281.1710129374 2959974.7712527197, 769286.2425251163 2959973.8473700513, 769288.6027566041 2959973.417252807, 769290.5673196018 2959970.314240648, 769291.0220431098 2959969.5960662183, 769290.9787361033 2959969.312274147, 769289.1687003531 2959957.531129733, 769286.761552946 2959941.861213558, 769285.6923293622 2959934.9019098855, 769265.2766877715 2959938.621718714, 769252.0381971897 2959941.0341154747, 769248.8446340259 2959941.6161353076, 769244.875481859 2959942.339230967, 769244.1441841132 2959942.4727608864, 769242.4906441132 2959942.7739413907, 769243.1753540189 2959946.5314798085, 769243.6057993626 2959948.894664065, 769243.7472032774 2959949.6705811475, 769246.9345328505 2959967.162015967, 769248.7773769355 2959977.274200464, 769248.800342768 2959977.4008406387, 769248.9230459494 2959977.492047804, 769251.902698772 2959979.7108753887, 769260.6464476887 2959978.11770272, 769262.8911938531 2959974.7043237276)));BLDG;R;S;R
Buildings.708;MULTIPOLYGON (((766694.3920657806 2959960.702055139, 766691.9229106009 2959954.715518565, 766691.8940392743 2959954.646292965, 766691.8385931851 2959954.511450725, 766691.7831471133 2959954.377592727, 766691.7470579442 2959954.289666393, 766691.7434490342 2959954.280808137, 766690.4681891062 2959951.188622726, 766692.2536186121 2959950.452075641, 766692.597778024 2959950.310015554, 766693.645020024 2959949.878257883, 766695.1138491022 2959949.2722879793, 766696.7263786959 2959948.6072630514, 766697.7152218518 2959948.1994554694, 766699.1138411007 2959947.6226849686, 766694.9481670272 2959937.5236238134, 766693.384521856 2959933.7322928086, 766690.814645111 2959934.7923300555, 766687.5551371874 2959936.1368155596, 766686.9823036954 2959936.373035563, 766635.7068156891 2959957.52292764, 766637.6425073604 2959962.2158316313, 766639.8544451888 2959967.5786818094, 766638.2665218579 2959971.7184373066, 766640.817041696 2959977.902151975, 766646.3711644416 2959980.999586727, 766648.8327736873 2959979.984168805, 766694.5646376016 2959961.1206894736, 766694.3920657806 2959960.702055139)));BLDG;R;S;R
Buildings.709;MULTIPOLYGON (((766169.0046651082 2959979.7577913036, 766172.2238187802 2959965.9674645644, 766173.2438298623 2959961.598050725, 766177.516787187 2959943.293625396, 766176.4698732788 2959943.049203299, 766123.4325777733 2959930.6686506383, 766119.6606036888 2959932.8313759696, 766118.327601104 2959933.5958101423, 766116.6045074484 2959940.977685133, 766119.0418385277 2959944.2375211422, 766116.5205181096 2959955.03835256, 766113.037585437 2959957.211248472, 766111.435554521 2959964.0737675587, 766114.1235412797 2959968.6193621457, 766119.0700536963 2959969.7738873977, 766160.9367678623 2959979.5468337233, 766164.6214717778 2959980.4067401374, 766167.0358370239 2959980.970387306, 766168.0958742811 2959981.218090215, 766168.4607029412 2959981.3030638113, 766168.6349151896 2959981.3437461434, 766169.0046651082 2959979.7577913036)));BLDG;O;M;O
Buildings.710;MULTIPOLYGON (((769208.1498335307 2959977.427415387, 769207.296488776 2959972.6915324694, 769205.2850098601 2959961.5275128093, 769204.8985276984 2959959.3815197246, 769178.0872296095 2959964.212218731, 769179.8493651912 2959973.9940233077, 769181.3385354433 2959982.2577863005, 769195.6013021906 2959979.6882376377, 769207.0317255282 2959977.6285304655, 769208.1498335307 2959977.427415387)));BLDG;R;S;R
Buildings.711;MULTIPOLYGON (((765585.060294943 2959961.4842058094, 765579.6984290198 2959948.604638392, 765578.4169355206 2959949.138101879, 765574.3765892695 2959950.8201851416, 765562.3848153673 2959955.8123011407, 765559.8543086062 2959949.7335731373, 765559.6709100301 2959949.2936133915, 765551.9015686077 2959952.527858898, 765547.860894278 2959954.209942147, 765535.6404462778 2959959.2975303973, 765530.1201161154 2959961.5957541494, 765535.979684444 2959975.669872969, 765538.2359135306 2959981.089481563, 765538.8750198634 2959982.625239639, 765568.6233199384 2959970.2407499664, 765567.9441874475 2959968.6098477226, 765570.8720031104 2959967.3910181373, 765585.060294943 2959961.4842058094)));BLDG;R;S;R
Buildings.712;MULTIPOLYGON (((766335.6664052773 2959981.1731428066, 766336.2920601964 2959980.0159928952, 766350.422937439 2959974.1856239727, 766352.5968176137 2959974.4664633106, 766354.9583614486 2959974.771252715, 766361.1952256119 2959972.198095138, 766364.9242207704 2959967.4956767187, 766363.2080168583 2959963.3359081442, 766362.1709454365 2959963.763728813, 766340.5338496136 2959911.322888802, 766326.5017254375 2959917.1122473, 766329.5141866053 2959924.413413813, 766316.1687408533 2959929.9199644714, 766313.3272111127 2959923.033495309, 766299.0237620315 2959928.935386389, 766302.0362231884 2959936.236552888, 766293.522460698 2959939.749341148, 766302.814108774 2959962.2689811476, 766311.5102856011 2959958.6810617973, 766320.7724061912 2959981.1288515604, 766319.8350721147 2959981.515661809, 766321.7553438538 2959986.1698519755, 766327.839649276 2959986.684614728, 766334.078810022 2959984.1101448075, 766335.6664052773 2959981.1731428066)));BLDG;R;M;R
Buildings.713;MULTIPOLYGON (((768654.0643275253 2959986.269589303, 768661.6509265293 2959984.9693950596, 768667.0190260255 2959984.0491213053, 768666.1515736867 2959978.9871235574, 768670.885160028 2959978.175773475, 768671.9091081026 2959978.000248899, 768671.1630466136 2959973.647239219, 768668.8287336983 2959960.0285000578, 768666.184382022 2959944.6007093946, 768664.581366851 2959935.2483658907, 768650.0357922756 2959937.7414711337, 768636.4724991926 2959940.065941551, 768637.7221686116 2959947.3562813113, 768639.1578612772 2959955.7302803057, 768640.4199978551 2959963.0970634813, 768642.028918519 2959972.4841838037, 768644.6676927794 2959987.880150391, 768654.0643275253 2959986.269589303)));BLDG;R;S;R
Buildings.714;MULTIPOLYGON (((765476.5135960297 2959992.006454481, 765479.9998095186 2959990.619646218, 765481.2783502807 2959990.1111170673, 765487.2117373646 2959987.750557488, 765492.4535247679 2959985.6649317294, 765493.2989955248 2959985.3286463, 765483.5244087722 2959960.7601258894, 765481.5060401107 2959955.6869732966, 765479.999809518 2959956.2863815525, 765469.7632814342 2959960.3585518906, 765465.9001001857 2959961.895294217, 765465.2787103648 2959962.1426690524, 765462.137640521 2959963.3923384678, 765460.6858717802 2959963.970093214, 765461.2869204432 2959965.480916973, 765472.4788271948 2959993.6117662173, 765476.5135960297 2959992.006454481)));BLDG;R;S;R
